1,1,4
1,2344,5
1,4949,5
1,7187,3
1,8664,5
1,15305,4
1,17839,4
2,1,4
2,30,2
2,34,5
2,79,4
2,142,2
2,144,4
2,155,4
2,201,3
2,218,4
2,223,5
2,233,3
2,305,3
2,311,5
2,312,5
2,355,4
2,383,4
2,400,2
2,404,2
2,428,1
2,434,5
2,552,5
2,601,3
2,651,1
2,663,2
2,679,4
2,690,4
2,692,5
2,693,5
2,734,5
2,764,3
2,766,4
2,831,4
2,960,3
2,971,5
2,984,2
2,1079,5
2,1142,4
2,1199,4
2,1205,5
2,1212,1
2,1216,3
2,1255,1
2,1440,3
2,1577,5
2,1594,3
2,1612,3
2,1665,5
2,1714,4
2,1774,5
2,1812,3
2,1879,5
2,1900,4
2,1908,4
2,1996,3
2,2028,2
2,2031,5
2,2078,4
2,2167,5
2,2183,2
2,2217,3
2,2231,4
2,2264,3
2,2267,3
2,2272,4
2,2313,4
2,2319,3
2,2367,3
2,2449,4
2,2473,4
2,2477,3
2,2485,5
2,2513,4
2,2529,3
2,2539,4
2,2599,5
2,2643,5
2,2726,4
2,2746,4
2,2747,2
2,2788,3
2,2801,5
2,2882,1
2,2893,3
2,2933,1
2,3165,5
2,3176,4
2,3184,3
2,3239,4
2,3250,5
2,3254,2
2,3292,3
2,3345,5
2,3355,3
2,3499,3
2,3607,2
2,3639,5
2,3650,3
2,3659,3
2,3696,5
2,3814,3
2,3850,5
2,3870,3
2,3886,5
2,3979,4
2,3991,4
2,3997,4
2,4100,5
2,4125,5
2,4155,4
2,4157,4
2,4169,4
2,4202,5
2,4211,5
2,4257,3
2,4270,5
2,4319,2
2,4338,3
2,4373,4
2,4454,4
2,4478,4
2,4512,3
2,4551,4
2,4582,3
2,4643,2
2,4721,4
2,4742,1
2,4792,4
2,4857,1
2,4879,3
2,4881,4
2,4952,1
2,4992,3
2,5043,5
2,5131,4
2,5288,3
2,5346,4
2,5405,5
2,5413,5
2,5427,5
2,5502,5
2,5517,3
2,5589,5
2,5598,4
2,5608,5
2,5636,5
2,5860,5
2,5874,4
2,5876,4
2,5889,4
2,5891,4
2,5919,3
2,5927,1
2,6036,4
2,6071,5
2,6128,4
2,6143,5
2,6301,5
2,6304,3
2,6316,5
2,6356,3
2,6365,5
2,6389,5
2,6396,2
2,6405,4
2,6421,5
2,6609,5
2,6658,5
2,6677,4
2,6687,4
2,6689,5
2,6731,5
2,6998,2
2,7000,4
2,7019,2
2,7026,3
2,7043,3
2,7057,5
2,7060,4
2,7079,3
2,7085,2
2,7091,4
2,7147,3
2,7167,1
2,7378,4
2,7437,5
2,7449,5
2,7613,5
2,7644,2
2,7652,3
2,7672,5
2,7717,3
2,7765,4
2,7888,3
2,7955,4
2,7961,3
2,7969,4
2,7998,3
2,8000,5
2,8076,5
2,8079,3
2,8107,3
2,8253,5
2,8256,5
2,8294,4
2,8299,4
2,8347,3
2,8377,1
2,8383,4
2,8444,4
2,8485,2
2,8517,2
2,8552,5
2,8684,5
2,8741,4
2,8930,5
2,8964,5
2,8986,5
2,8987,1
2,9000,5
2,9035,4
2,9064,5
2,9113,3
2,9177,5
2,9358,5
2,9363,3
2,9384,4
2,9515,4
2,9713,5
2,9728,4
2,9750,4
2,9819,2
2,9903,5
2,9953,2
2,10109,5
2,10269,3
2,10279,2
2,10285,3
2,10311,4
2,10379,4
2,10481,2
2,10527,2
2,10568,5
2,10570,5
2,10571,5
2,10589,4
2,10689,5
2,10695,5
2,10780,5
2,10842,5
2,10875,4
2,10904,5
2,10926,4
2,11105,5
2,11125,1
2,11132,4
2,11218,3
2,11223,3
2,11301,2
2,11330,4
2,11337,3
2,11502,3
2,11555,3
2,11763,5
2,11784,5
2,11813,5
2,11846,3
2,11850,4
2,11872,4
2,11988,5
2,12266,2
2,12275,4
2,12291,5
2,12342,1
2,12372,4
2,12386,4
2,12392,3
2,12471,1
2,12484,1
2,12563,5
2,12583,3
2,12627,5
2,12628,1
2,12639,5
2,12771,3
2,12833,5
2,12876,5
2,12894,4
2,12973,4
2,12989,5
2,13022,4
2,13047,5
